underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
8684.67,BTC-27MAR20,1583060355476,open,0.01,330.8,0.0025,0.0295,0.01222349,63.59,0.013,0.0,BTC-27MAR20-10500-C,8571.99,62.41,0.0115,53.0,0.013,24.0,64.83,5.39164,-6.62528,0.84831,0.00016,0.15001
8684.67,BTC-27MAR20,1583060355476,open,0.0,527.6,0.0005,0.0105,4.567e-05,120.74,0.0005,0.0,BTC-27MAR20-26000-C,8571.99,0.0,0.0,0.0,0.001,25.0,157.59,0.04689,-0.10941,0.00327,0.0,0.00058
8944.7,BTC-26JUN20,1583060355476,open,0.01,1315.4,0.0045,0.039,0.01475926,86.23,0.016,0.0,BTC-26JUN20-20000-C,8571.99,84.7,0.0135,24.0,0.016,44.0,87.67,7.5241,-2.77558,1.86832,3e-05,0.07999
8684.67,BTC-27MAR20,1583060355478,open,0.0,871.8,0.0005,0.0115,0.00194675,96.03,0.0015,0.0,BTC-27MAR20-15000-C,8571.99,92.59,0.0015,49.3,0.0025,24.0,99.64,1.22495,-2.27305,0.12496,2e-05,0.02224
8944.7,BTC-26JUN20,1583060355476,open,0.06,576.1,0.0335,0.1,0.06114751,70.41,0.0595,0.0,BTC-26JUN20-12000-C,8571.99,69.82,0.06,4.0,0.0625,30.3,71.1,17.46905,-5.26197,6.7032,0.0001,0.29518
8684.67,BTC-27MAR20,1583060355476,open,0.1,986.0,0.0835,0.1355,0.10547259,56.62,0.104,0.0,BTC-27MAR20-8000-C,8571.99,52.62,0.102,0.1,0.1055,0.1,56.65,7.61153,-8.32794,3.85981,0.00025,0.73239
8684.67,BTC-27MAR20,1583060355476,open,0.0,556.6,0.0005,0.014,0.00401157,69.47,0.0045,0.0,BTC-27MAR20-6500-P,8571.99,67.5,0.0035,54.0,0.0045,32.1,71.24,2.33013,-3.12813,-0.32372,6e-05,-0.04857
8684.67,BTC-27MAR20,1583060355476,open,0.48,38.8,0.4715,0.493,0.48202883,91.39,0.5475,0.0,BTC-27MAR20-4500-C,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,0.17119,-0.3023,3.17442,0.0,0.99763
8684.67,BTC-27MAR20,1583060355476,open,0.0,2273.8,0.0005,0.011,0.0014332,100.95,0.0025,0.0,BTC-27MAR20-16000-C,8571.99,96.43,0.001,64.0,0.002,24.0,105.63,0.93641,-1.82657,0.09103,2e-05,0.01622
8944.7,BTC-26JUN20,1583060355476,open,0.01,1283.4,0.0005,0.031,0.01018521,93.48,0.01,0.0,BTC-26JUN20-24000-C,8571.99,91.52,0.009,44.0,0.0115,40.0,95.51,5.60256,-2.2406,1.27367,2e-05,0.05465
8944.7,BTC-26JUN20,1583060355476,open,0.01,2552.7,0.0005,0.023,0.00620934,105.06,0.0065,0.0,BTC-26JUN20-32000-C,8571.99,103.26,0.0055,219.9,0.007,41.0,106.91,3.66842,-1.64874,0.74955,1e-05,0.03238
8684.67,BTC-27MAR20,1583060355476,open,2.93,0.0,2.8385,2.995,2.91495501,134.0,None,0.0,BTC-27MAR20-34000-P,8571.99,0.0,0.0005,1.0,0.0,0.0,0.0,0.01193,-0.0309,-24.10264,0.0,-0.99987
8684.67,BTC-27MAR20,1583060355476,open,3.62,1.4,3.5155,3.6995,3.60579588,0.0,3.0435,0.0,BTC-27MAR20-40000-P,8571.99,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-28.35693,0.0,-1.0
8684.67,BTC-27MAR20,1583060355477,open,2.0,0.0,1.9355,2.0555,1.99381288,117.8,None,0.0,BTC-27MAR20-26000-P,8571.99,0.0,0.001,1.0,0.0,0.0,0.0,0.03497,-0.07959,-18.42961,0.0,-0.99958
8684.67,BTC-27MAR20,1583060355476,open,0.0,154.1,0.0005,0.0105,8.08e-06,120.89,0.0005,0.0,BTC-27MAR20-30000-C,8571.99,0.0,0.0,0.0,0.001,44.0,174.63,0.01018,-0.02377,0.00064,0.0,0.00011
8944.7,BTC-26JUN20,1583060355477,open,0.02,642.7,0.009,0.041,0.02064793,64.62,0.0225,0.0,BTC-26JUN20-6000-P,8571.99,63.46,0.0195,58.0,0.022,24.0,65.95,8.95906,-2.47657,-3.48927,5e-05,-0.10118
8684.67,BTC-27MAR20,1583060355476,open,0.0,2235.3,0.0005,0.0125,0.00295657,91.76,0.0025,0.0,BTC-27MAR20-14000-C,8571.99,89.34,0.0025,175.3,0.0035,49.0,94.36,1.72187,-3.05311,0.1878,4e-05,0.03346
8684.67,BTC-27MAR20,1583060355476,open,0.0,926.7,0.0005,0.0105,0.00089928,110.45,0.001,0.0,BTC-27MAR20-18000-C,8571.99,103.52,0.0005,86.4,0.0015,24.0,117.53,0.60931,-1.30041,0.05523,1e-05,0.00987
8944.7,BTC-26JUN20,1583060355477,open,2.6,0.0,2.509,2.671,2.58375088,105.07,None,0.0,BTC-26JUN20-32000-P,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,3.66995,-1.64958,-101.71645,1e-05,-0.9676
8944.57,BTC-26JUN20,1583060355478,open,0.41,142.3,0.3565,0.4585,0.40272402,70.4,0.408,0.0,BTC-26JUN20-12000-P,8571.99,0.0,0.005,0.8,0.6,0.6,160.25,17.46741,-5.26085,-31.72268,0.0001,-0.70487
8684.67,BTC-27MAR20,1583060355478,open,0.02,1975.7,0.0065,0.0385,0.01838682,60.85,0.018,0.0,BTC-27MAR20-10000-C,8571.99,60.35,0.018,39.1,0.019,19.3,61.63,6.75483,-7.94188,1.20996,0.00021,0.21491
8944.57,BTC-26JUN20,1583060355478,open,0.05,390.1,0.0265,0.0775,0.04722649,64.04,0.044,0.0,BTC-26JUN20-7000-P,8571.99,62.29,0.0445,23.3,0.0475,19.3,64.22,13.97866,-3.8298,-6.95333,9e-05,-0.19555
8684.67,BTC-27MAR20,1583060355478,open,0.85,21.2,0.8065,0.886,0.84375148,100.87,0.501,0.0,BTC-27MAR20-16000-P,8571.99,0.0,0.0055,0.1,0.0,0.0,0.0,0.93265,-1.81781,-11.25215,2e-05,-0.98386
8684.67,BTC-27MAR20,1583060355478,open,1.77,0.0,1.7095,1.821,1.76358972,119.57,None,0.0,BTC-27MAR20-24000-P,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,0.09259,-0.21393,-17.00733,0.0,-0.99879
8684.67,BTC-27MAR20,1583060355478,open,0.0,898.4,0.0005,0.0105,1.7e-07,121.98,0.0005,0.0,BTC-27MAR20-40000-C,8571.99,0.0,0.0,0.0,0.0005,0.1,194.74,0.00031,-0.00073,2e-05,0.0,0.0
8684.67,BTC-27MAR20,1583060355478,open,0.17,902.3,0.141,0.2035,0.16983575,60.84,0.159,0.0,BTC-27MAR20-10000-P,8571.99,49.13,0.1615,6.1,0.2015,5.0,96.27,6.75427,-7.94033,-5.87943,0.00021,-0.78512
8944.57,BTC-26JUN20,1583060355478,open,1.04,1.0,0.981,1.0935,1.03121633,82.21,0.9,0.0,BTC-26JUN20-18000-P,8571.99,0.0,0.001,2.0,0.0,0.0,0.0,9.00634,-3.16743,-55.2575,4e-05,-0.89809
8684.67,BTC-27MAR20,1583060355478,open,0.0,242.0,0.0005,0.0105,1.897e-05,120.79,0.0005,0.0,BTC-27MAR20-28000-C,8571.99,0.0,0.0,0.0,0.001,44.0,166.46,0.02171,-0.05066,0.00143,0.0,0.00025
8684.67,BTC-27MAR20,1583060355478,open,0.0,329.6,0.0005,0.0105,0.0001123,120.71,0.0005,0.0,BTC-27MAR20-24000-C,8571.99,0.0,0.0,0.0,0.001,25.0,147.89,0.10185,-0.23757,0.00756,0.0,0.00134
8944.57,BTC-26JUN20,1583060355478,open,1.7,0.0,1.634,1.7655,1.69332366,93.4,None,0.0,BTC-26JUN20-24000-P,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,5.58488,-2.23151,-75.58079,2e-05,-0.94556
8944.57,BTC-26JUN20,1583060355479,open,0.35,72.7,0.3275,0.3765,0.34986339,64.63,0.44,0.0,BTC-26JUN20-6000-C,8571.99,34.93,0.3305,0.1,0.0,0.0,0.0,8.96127,-2.47763,15.7218,5e-05,0.89879
8944.57,BTC-26JUN20,1583060355479,open,0.82,7.0,0.766,0.874,0.81442576,78.14,0.79,0.0,BTC-26JUN20-16000-P,8571.99,0.0,0.001,2.0,0.0,0.0,0.0,11.09848,-3.71019,-48.04451,6e-05,-0.86304
8684.67,BTC-27MAR20,1583060355478,open,0.15,10.3,0.128,0.1755,0.15031808,59.24,0.174,0.0,BTC-27MAR20-7500-C,8571.99,40.72,0.1405,6.0,0.1715,6.0,88.02,5.54691,-6.34978,4.26729,0.00018,0.84342
8684.67,BTC-27MAR20,1583060355479,open,0.42,35.7,0.413,0.4385,0.42500114,91.27,0.4975,0.0,BTC-27MAR20-5000-C,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,0.52597,-0.92762,3.48876,1e-05,0.99166
8944.57,BTC-26JUN20,1583060355479,open,0.02,542.5,0.01,0.0555,0.02566624,78.17,0.027,0.0,BTC-26JUN20-16000-C,8571.99,77.22,0.0245,24.0,0.027,58.0,79.23,11.10526,-3.71381,3.19117,6e-05,0.13709
8944.57,BTC-26JUN20,1583060355479,open,0.01,405.9,0.0005,0.024,0.00671105,102.08,0.0075,0.0,BTC-26JUN20-30000-C,8571.99,100.41,0.006,20.0,0.0075,24.0,103.8,3.95163,-1.72567,0.82294,2e-05,0.03544
8684.67,BTC-27MAR20,1583060355479,open,0.0,267.1,0.0005,0.0105,3.55e-06,121.05,0.0005,0.0,BTC-27MAR20-32000-C,8571.99,0.0,0.0,0.0,0.0005,2.3,170.29,0.00486,-0.01138,0.00029,0.0,5e-05
8684.67,BTC-27MAR20,1583060355478,open,0.08,1131.6,0.058,0.116,0.08114117,56.72,0.0735,0.0,BTC-27MAR20-9000-P,8571.99,55.64,0.08,3.0,0.0825,0.1,58.02,9.10669,-9.98188,-3.97078,0.0003,-0.56381
8684.67,BTC-27MAR20,1583060355478,open,0.31,32.7,0.296,0.329,0.31138803,76.18,0.3165,0.0,BTC-27MAR20-6000-C,8571.99,0.0,0.2985,7.0,0.321,7.0,109.92,1.44742,-2.13058,4.07255,4e-05,0.97286
8684.67,BTC-27MAR20,1583060355479,open,0.0,374.5,0.0005,0.0105,0.00028121,120.69,0.001,0.0,BTC-27MAR20-22000-C,8571.99,0.0,0.0,0.0,0.001,19.0,137.19,0.22105,-0.51553,0.01766,0.0,0.00315
8944.57,BTC-26JUN20,1583060355479,open,0.0,330.7,0.0005,0.011,0.00123628,86.52,0.001,0.0,BTC-26JUN20-3000-P,8571.99,84.11,0.001,0.3,0.0015,20.0,88.86,0.9413,-0.3484,-0.22557,0.0,-0.00664
8944.57,BTC-26JUN20,1583060355479,open,0.55,21.6,0.5445,0.569,0.55550089,73.23,0.612,0.0,BTC-26JUN20-4000-C,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,2.00545,-0.6283,12.27813,1e-05,0.98419
8684.67,BTC-27MAR20,1583060355479,open,0.28,279.1,0.246,0.3095,0.27527283,67.06,0.2605,0.0,BTC-27MAR20-11000-P,8571.99,0.0,0.2275,1.1,0.0,0.0,0.0,4.30606,-5.57961,-7.18339,0.00012,-0.89148
8684.67,BTC-27MAR20,1583060355479,open,0.03,1697.6,0.0135,0.053,0.02663173,56.62,0.0255,0.0,BTC-27MAR20-8000-P,8571.99,55.32,0.0255,23.2,0.0275,23.0,57.61,7.61135,-8.32702,-1.81147,0.00025,-0.26759
8684.67,BTC-27MAR20,1583060355479,open,0.0,707.3,0.0005,0.0105,0.00072567,91.23,0.001,0.0,BTC-27MAR20-5000-P,8571.99,87.01,0.0005,3.0,0.001,49.1,95.29,0.5247,-0.92495,-0.0557,1e-05,-0.00832
8684.67,BTC-27MAR20,1583060355479,open,1.54,5.6,1.484,1.587,1.53346885,120.23,1.545,0.0,BTC-27MAR20-22000-P,8571.99,0.0,0.0005,1.0,0.0,0.0,0.0,0.21401,-0.49718,-15.57926,0.0,-0.99696
8684.67,BTC-27MAR20,1583060355479,open,0.25,0.0,0.238,0.2755,0.25556496,69.47,None,0.0,BTC-27MAR20-6500-C,8571.99,0.0,0.2515,0.1,0.268,6.0,100.72,2.32971,-3.12735,4.28436,6e-05,0.95144
8944.57,BTC-26JUN20,1583060355479,open,1.93,0.0,1.8525,1.9915,1.91570134,96.92,None,0.0,BTC-26JUN20-26000-P,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,4.99588,-2.07148,-82.1536,2e-05,-0.95267
8944.57,BTC-26JUN20,1583060355479,open,0.14,952.4,0.1065,0.1825,0.14116789,64.05,0.1415,0.0,BTC-26JUN20-9000-C,8571.99,63.52,0.14,16.0,0.1425,1.0,64.65,19.922,-5.45863,12.14479,0.00012,0.5652
8684.67,BTC-27MAR20,1583060355479,open,0.62,69.6,0.5815,0.6545,0.61498506,91.72,0.59,0.0,BTC-27MAR20-14000-P,8571.99,0.0,0.004,0.1,0.0,0.0,0.0,1.71919,-3.04712,-9.73746,4e-05,-0.9666
8684.67,BTC-27MAR20,1583060355479,open,0.74,2.0,0.694,0.77,0.72912014,95.97,0.4565,0.0,BTC-27MAR20-15000-P,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,1.22167,-2.26563,-10.50927,2e-05,-0.97783
8684.67,BTC-27MAR20,1583060355479,open,0.01,1223.5,0.004,0.0315,0.01390478,59.24,0.0145,0.0,BTC-27MAR20-7500-P,8571.99,58.6,0.0135,19.3,0.0145,38.7,60.16,5.54641,-6.34854,-1.04948,0.00018,-0.15655
8684.67,BTC-27MAR20,1583060355479,open,0.37,22.4,0.354,0.3825,0.3676168,79.43,0.4285,0.0,BTC-27MAR20-5500-C,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,0.70817,-1.08688,3.82121,2e-05,0.98827
8944.57,BTC-26JUN20,1583060355480,open,0.01,506.1,0.0005,0.0205,0.0082542,68.28,0.009,0.0,BTC-26JUN20-5000-P,8571.99,66.84,0.0075,28.1,0.009,24.0,69.65,4.77311,-1.39432,-1.5171,3e-05,-0.04471
8944.57,BTC-26JUN20,1583060355480,open,0.1,935.9,0.071,0.1465,0.1045815,65.93,0.1045,0.0,BTC-26JUN20-10000-C,8571.99,65.45,0.1035,16.9,0.106,0.1,66.57,20.06512,-5.65976,10.04365,0.00012,0.45525
8944.57,BTC-26JUN20,1583060355479,open,0.19,256.8,0.1615,0.2345,0.19534022,64.05,0.1935,0.0,BTC-26JUN20-8000-C,8571.99,61.88,0.191,15.0,0.1975,14.6,65.13,17.9155,-4.90894,14.09981,0.00011,0.68763
8684.54,BTC-27MAR20,1583060355479,open,0.0,1091.7,0.0005,0.015,0.00395763,84.41,0.003,0.0,BTC-27MAR20-13000-C,8571.99,82.58,0.0035,24.0,0.0045,49.0,86.44,2.24013,-3.65397,0.26031,5e-05,0.04624
8684.54,BTC-27MAR20,1583060355480,open,0.0,37.2,0.0005,0.0105,0.00018087,91.26,0.0005,0.0,BTC-27MAR20-4500-P,8571.99,0.0,0.0,0.0,0.001,44.1,111.61,0.16955,-0.299,-0.01557,0.0,-0.00235
8944.57,BTC-26JUN20,1583060355480,open,0.04,756.6,0.017,0.0715,0.0374213,73.88,0.036,0.0,BTC-26JUN20-14000-C,8571.99,72.96,0.036,50.8,0.039,32.3,74.89,13.9199,-4.39979,4.49025,7e-05,0.1942
8944.57,BTC-26JUN20,1583060355480,open,0.26,126.5,0.2355,0.2985,0.2646429,64.05,0.285,0.0,BTC-26JUN20-7000-C,8571.99,61.05,0.26,1.0,0.2905,7.0,79.93,13.9795,-3.83058,15.46023,9e-05,0.80443
8684.54,BTC-27MAR20,1583060355480,open,1.31,5.3,1.258,1.354,1.3036127,119.84,0.907,0.0,BTC-27MAR20-20000-P,8571.99,0.0,0.0005,1.0,0.0,0.0,0.0,0.45325,-1.04956,-14.1392,1e-05,-0.99295
8684.54,BTC-27MAR20,1583060355480,open,0.0,428.4,0.0005,0.0105,7.6e-07,121.6,0.0005,0.0,BTC-27MAR20-36000-C,8571.99,0.0,0.0,0.0,0.0005,111.0,183.28,0.0012,-0.00282,7e-05,0.0,1e-05
8944.57,BTC-26JUN20,1583060355480,open,2.15,0.0,2.071,2.2175,2.13806178,99.59,None,0.0,BTC-26JUN20-28000-P,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,4.41868,-1.88252,-88.71365,2e-05,-0.95935
8944.57,BTC-26JUN20,1583060355480,open,2.37,0.0,2.29,2.4435,2.36063374,101.93,None,0.0,BTC-26JUN20-30000-P,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,3.92611,-1.71196,-95.24533,2e-05,-0.96484
8944.57,BTC-26JUN20,1583060355480,open,1.26,0.1,1.1975,1.316,1.25070772,86.18,1.85,0.0,BTC-26JUN20-20000-P,8571.99,0.0,0.001,2.0,0.0,0.0,0.0,7.51151,-2.76926,-62.17691,3e-05,-0.92018
8684.54,BTC-27MAR20,1583060355480,open,3.16,0.1,3.064,3.2295,3.1452169,0.0,2.64,0.0,BTC-27MAR20-36000-P,8571.99,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-25.52123,0.0,-1.0
8684.54,BTC-27MAR20,1583060355480,open,0.07,177.8,0.05,0.102,0.06931339,55.31,0.07,0.0,BTC-27MAR20-8500-C,8571.99,54.52,0.0685,0.1,0.07,0.5,55.97,9.00526,-9.62437,3.18638,0.0003,0.58686
8684.54,BTC-27MAR20,1583060355480,open,0.0,387.4,0.0005,0.0105,0.000918,79.44,0.001,0.0,BTC-27MAR20-5500-P,8571.99,73.25,0.0005,68.0,0.0015,49.1,85.47,0.70887,-1.08816,-0.07796,2e-05,-0.01174
8684.54,BTC-27MAR20,1583060355481,open,0.01,1163.8,0.0005,0.0235,0.00867901,67.07,0.0095,0.0,BTC-27MAR20-11000-C,8571.99,65.68,0.008,70.0,0.0095,24.1,68.69,4.3072,-5.58232,0.61498,0.00012,0.10857
8944.57,BTC-26JUN20,1583060355481,open,0.01,626.2,0.0025,0.0345,0.01211707,90.05,0.0105,0.0,BTC-26JUN20-22000-C,8571.99,88.46,0.011,44.0,0.013,24.0,91.26,6.44478,-2.48291,1.52479,3e-05,0.06535
8684.54,BTC-27MAR20,1583060355481,open,2.24,0.0,2.161,2.29,2.22407596,0.0,None,0.0,BTC-27MAR20-28000-P,8571.99,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-19.84985,0.0,-1.0
8944.57,BTC-26JUN20,1583060355481,open,0.45,14.3,0.4335,0.469,0.44926709,68.3,0.518,0.0,BTC-26JUN20-5000-C,8571.99,0.0,0.441,0.1,0.0,0.0,0.0,4.77639,-1.39572,14.49185,3e-05,0.95525
8684.54,BTC-27MAR20,1583060355481,open,0.0,897.5,0.0005,0.0105,0.00071485,120.68,0.0005,0.0,BTC-27MAR20-20000-C,8571.99,116.23,0.0005,22.3,0.001,24.0,125.28,0.47526,-1.10827,0.04138,1e-05,0.00744
8684.54,BTC-27MAR20,1583060355481,open,0.2,583.8,0.1815,0.224,0.20153028,64.2,0.21,0.0,BTC-27MAR20-7000-C,8571.99,37.92,0.1945,6.0,0.2175,6.0,93.14,3.72388,-4.61971,4.36798,0.00011,0.911
8684.54,BTC-27MAR20,1583060355482,open,0.54,53.6,0.5295,0.549,0.53945192,93.12,0.5975,0.0,BTC-27MAR20-4000-C,8571.99,0.0,0.0,0.0,0.0,0.0,0.0,0.04679,-0.08418,2.8319,0.0,0.99942
8684.54,BTC-27MAR20,1583060355482,open,0.51,3.0,0.469,0.5385,0.50084123,84.3,0.33,0.0,BTC-27MAR20-13000-P,8571.99,0.0,0.15,0.2,0.0,0.0,0.0,2.23044,-3.63325,-8.95704,5e-05,-0.95401
8944.57,BTC-26JUN20,1583060355482,open,0.01,937.4,0.0005,0.0285,0.00894885,96.99,0.0075,0.0,BTC-26JUN20-26000-C,8571.99,95.24,0.008,44.0,0.01,40.0,98.81,5.00921,-2.0785,1.10372,2e-05,0.04749
8944.57,BTC-26JUN20,1583060355482,open,0.61,12.5,0.5555,0.66,0.60258627,73.86,0.56,0.0,BTC-26JUN20-14000-P,8571.99,0.0,0.001,2.0,0.0,0.0,0.0,13.91583,-4.39734,-40.34058,7e-05,-0.8059
8684.54,BTC-27MAR20,1583060355483,open,2.47,0.0,2.387,2.525,2.45435486,0.0,None,0.0,BTC-27MAR20-30000-P,8571.99,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-21.26769,0.0,-1.0
8944.46,BTC-26JUN20,1583060356484,open,0.15,752.5,0.1105,0.193,0.1473486,64.04,0.148,0.0,BTC-26JUN20-9000-P,8571.88,63.66,0.1465,0.1,0.1495,1.0,65.0,19.92197,-5.45772,-16.67395,0.00012,-0.43483
8944.46,BTC-26JUN20,1583060356507,open,0.45,14.3,0.4335,0.469,0.44926709,68.32,0.518,0.0,BTC-26JUN20-5000-C,8571.88,0.0,0.4405,0.1,0.0,0.0,0.0,4.7784,-1.39654,14.49099,3e-05,0.95522
8944.46,BTC-26JUN20,1583060357904,open,0.15,752.5,0.1105,0.193,0.14736547,64.04,0.148,0.0,BTC-26JUN20-9000-P,8571.88,63.66,0.1465,0.1,0.15,4.0,65.23,19.92189,-5.45835,-16.67417,0.00012,-0.43482
8684.43,BTC-27MAR20,1583060358040,open,0.04,1733.7,0.027,0.075,0.04482353,56.73,0.044,0.0,BTC-27MAR20-9000-C,8571.88,55.94,0.044,1.0,0.046,14.4,57.85,9.10619,-9.98166,2.4091,0.0003,0.43613
8684.43,BTC-27MAR20,1583060358044,open,0.04,1733.7,0.027,0.075,0.04482353,56.73,0.044,0.0,BTC-27MAR20-9000-C,8571.88,55.94,0.044,1.0,0.046,36.0,57.85,9.10619,-9.98166,2.4091,0.0003,0.43613
8684.47,BTC-27MAR20,1583060358498,open,0.05,1241.5,0.0305,0.0815,0.04805892,55.3,0.0495,0.0,BTC-27MAR20-8500-P,8571.91,54.28,0.047,38.9,0.05,20.5,57.17,9.00527,-9.62289,-2.83952,0.0003,-0.41315
8684.47,BTC-27MAR20,1583060359505,open,0.01,2568.6,0.0005,0.018,0.0054527,75.77,0.006,0.0,BTC-27MAR20-12000-C,8572.01,74.42,0.005,43.0,0.006,24.1,77.32,2.98545,-4.37086,0.37607,7e-05,0.06654
8684.47,BTC-27MAR20,1583060359816,open,0.12,55.3,0.0955,0.157,0.12174706,57.79,0.12,0.0,BTC-27MAR20-9500-P,8572.01,56.98,0.121,2.0,0.124,4.0,60.18,8.11446,-9.06062,-5.02055,0.00026,-0.69372
8684.57,BTC-27MAR20,1583060360510,open,0.03,282.5,0.0135,0.0535,0.02783977,57.78,0.026,0.0,BTC-27MAR20-9500-C,8571.96,56.88,0.027,23.1,0.029,19.4,59.02,8.11467,-9.06022,1.7143,0.00026,0.30629
8684.57,BTC-27MAR20,1583060360510,open,0.01,49.7,0.0005,0.021,0.00694645,71.92,0.007,0.0,BTC-27MAR20-11500-C,8571.96,70.83,0.0065,1.6,0.0075,24.1,73.23,3.60595,-5.01128,0.48206,9e-05,0.08525
8944.59,BTC-26JUN20,1583060360510,open,0.04,91.2,0.0235,0.084,0.04738933,72.14,0.0475,0.0,BTC-26JUN20-13000-C,8571.96,71.35,0.046,4.0,0.049,31.3,73.06,15.6735,-4.83723,5.46774,8e-05,0.23829
8944.59,BTC-26JUN20,1583060360510,open,0.31,0.0,0.265,0.3635,0.30966291,68.5,None,0.0,BTC-26JUN20-11000-P,8571.96,0.0,0.0,0.0,0.0,0.0,0.0,19.05955,-5.58546,-26.99899,0.00011,-0.633
8944.59,BTC-26JUN20,1583060360510,open,0.08,112.7,0.049,0.121,0.0798555,68.5,0.08,0.0,BTC-26JUN20-11000-C,8571.96,68.09,0.079,3.5,0.081,0.1,69.03,19.05911,-5.5848,8.22348,0.00011,0.36698
8684.57,BTC-27MAR20,1583060360510,open,0.01,330.8,0.0025,0.0295,0.01222145,63.59,0.013,0.0,BTC-27MAR20-10500-C,8571.96,62.42,0.0115,53.0,0.013,24.0,64.83,5.39112,-6.62457,0.8482,0.00016,0.14999
8684.57,BTC-27MAR20,1583060360510,open,0.34,0.0,0.301,0.3665,0.33114931,71.96,None,0.0,BTC-27MAR20-11500-P,8571.96,0.0,0.0,0.0,0.0,0.0,0.0,3.60989,-5.01932,-7.66988,9e-05,-0.91463
8684.57,BTC-27MAR20,1583060360510,open,0.23,0.0,0.192,0.2555,0.22127623,63.61,None,0.0,BTC-27MAR20-10500-P,8571.96,0.0,0.0,0.0,0.0,0.0,0.0,5.3935,-6.62982,-6.59497,0.00016,-0.84991
8944.59,BTC-26JUN20,1583060360510,open,0.5,0.0,0.454,0.5575,0.50079807,72.15,None,0.0,BTC-26JUN20-13000-P,8571.96,0.0,0.0,0.0,0.0,0.0,0.0,15.6751,-4.83835,-36.15841,8e-05,-0.76166
8684.57,BTC-27MAR20,1583060360510,open,0.01,1610.0,0.0005,0.0205,0.00754398,64.16,0.008,0.0,BTC-27MAR20-7000-P,8571.96,62.87,0.007,24.2,0.008,65.0,65.21,3.72037,-4.61266,-0.59369,0.00011,-0.08889
8684.57,BTC-27MAR20,1583060360511,open,0.42,35.7,0.413,0.4385,0.42499181,91.22,0.4975,0.0,BTC-27MAR20-5000-C,8571.96,0.0,0.0,0.0,0.0,0.0,0.0,0.52465,-0.92482,3.48892,1e-05,0.99168
8944.59,BTC-26JUN20,1583060360511,open,0.05,390.1,0.0265,0.0775,0.04723176,64.05,0.044,0.0,BTC-26JUN20-7000-P,8571.96,62.29,0.0445,23.3,0.0475,19.3,64.22,13.97897,-3.83011,-6.95368,9e-05,-0.19555
8944.59,BTC-26JUN20,1583060360510,open,0.01,325.4,0.0005,0.026,0.00771314,99.67,0.0065,0.0,BTC-26JUN20-28000-C,8571.96,98.19,0.007,20.0,0.0085,24.0,101.21,4.43393,-1.89063,0.94816,2e-05,0.04082
8684.57,BTC-27MAR20,1583060360511,open,0.0,556.6,0.0005,0.014,0.00401127,69.47,0.0045,0.0,BTC-27MAR20-6500-P,8571.96,67.5,0.0035,54.0,0.0045,32.1,71.24,2.33006,-3.12789,-0.3237,6e-05,-0.04857
8684.57,BTC-27MAR20,1583060360511,open,0.01,1163.8,0.0005,0.0235,0.00867968,67.07,0.0095,0.0,BTC-27MAR20-11000-C,8571.96,65.68,0.008,70.0,0.0095,24.1,68.69,4.30739,-5.58262,0.61501,0.00012,0.10857
8684.57,BTC-27MAR20,1583060360511,open,0.0,374.5,0.0005,0.0105,0.00028123,120.69,0.001,0.0,BTC-27MAR20-22000-C,8571.96,0.0,0.0,0.0,0.001,19.0,137.19,0.22106,-0.51555,0.01766,0.0,0.00315
8684.57,BTC-27MAR20,1583060360511,open,0.01,1223.5,0.004,0.0315,0.01391098,59.24,0.0145,0.0,BTC-27MAR20-7500-P,8571.96,58.6,0.0135,19.3,0.0145,38.7,60.16,5.54729,-6.35026,-1.04975,0.00018,-0.15659
8684.57,BTC-27MAR20,1583060360511,open,0.0,1389.6,0.0005,0.0105,3.15e-05,91.27,0.0005,0.0,BTC-27MAR20-4000-P,8571.96,0.0,0.0,0.0,0.0005,9.9,118.93,0.03834,-0.06762,-0.00305,0.0,-0.00046
8684.57,BTC-27MAR20,1583060360511,open,0.15,10.3,0.128,0.1755,0.15031037,59.24,0.174,0.0,BTC-27MAR20-7500-C,8571.96,40.74,0.1405,6.0,0.1715,6.0,88.03,5.54729,-6.35026,4.26717,0.00018,0.84341
