underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,ask_iv,vega,theta,rho,gamma,delta
8684.21,BTC-27MAR20,1583060370584,open,0.25,0.0,0.238,0.2755,0.25555309,69.56,None,0.0,BTC-27MAR20-6500-C,8571.64,0.0,0.2515,0.1,0.268,6.0,100.78,2.33831,-3.14309,4.28281,6e-05,0.95122
8944.22,BTC-26JUN20,1583060370584,open,0.82,7.0,0.766,0.8745,0.8144707,78.13,0.79,0.0,BTC-26JUN20-16000-P,8571.64,0.0,0.001,2.0,0.0,0.0,0.0,11.09299,-3.70756,-48.04653,6e-05,-0.86313
8944.22,BTC-26JUN20,1583060370584,open,0.01,1283.4,0.0005,0.031,0.01018601,93.49,0.01,0.0,BTC-26JUN20-24000-C,8571.64,91.52,0.009,44.0,0.0115,40.0,95.51,5.60239,-2.24066,1.27363,2e-05,0.05466
8944.22,BTC-26JUN20,1583060370584,open,0.01,506.1,0.0005,0.0205,0.00825369,68.28,0.009,0.0,BTC-26JUN20-5000-P,8571.64,66.83,0.0075,28.1,0.009,24.0,69.65,4.77299,-1.39419,-1.51705,3e-05,-0.04472
8684.21,BTC-27MAR20,1583060370584,open,0.0,37.2,0.0005,0.0105,0.00018084,91.26,0.0005,0.0,BTC-27MAR20-4500-P,8571.64,0.0,0.0,0.0,0.001,44.1,111.6,0.16953,-0.29895,-0.01557,0.0,-0.00235
8684.21,BTC-27MAR20,1583060370584,open,0.39,173.2,0.3565,0.423,0.38722204,75.63,0.318,0.0,BTC-27MAR20-12000-P,8571.64,0.0,0.1,1.0,0.0,0.0,0.0,2.97084,-4.34157,-8.13329,7e-05,-0.93388
8944.22,BTC-26JUN20,1583060370584,open,2.15,0.0,2.071,2.2175,2.13811486,99.45,None,0.0,BTC-26JUN20-28000-P,8571.64,0.0,0.0,0.0,0.0,0.0,0.0,4.39332,-1.86912,-88.71987,2e-05,-0.95964
8944.22,BTC-26JUN20,1583060370584,open,0.01,2552.7,0.0005,0.023,0.00620981,105.06,0.0065,0.0,BTC-26JUN20-32000-C,8571.64,103.26,0.0055,219.9,0.007,41.0,106.91,3.66832,-1.64876,0.74953,1e-05,0.03238
8684.21,BTC-27MAR20,1583060370584,open,0.0,926.7,0.0005,0.0105,0.00089951,110.46,0.001,0.0,BTC-27MAR20-18000-C,8571.64,103.52,0.0005,86.4,0.0015,24.0,117.54,0.60936,-1.30064,0.05524,1e-05,0.00987
8944.22,BTC-26JUN20,1583060370584,open,0.61,12.5,0.5555,0.6605,0.60262477,73.85,0.56,0.0,BTC-26JUN20-14000-P,8571.64,0.0,0.001,2.0,0.0,0.0,0.0,13.91192,-4.39547,-40.3423,7e-05,-0.80597
8684.21,BTC-27MAR20,1583060370585,open,0.1,986.0,0.0835,0.1355,0.10544867,56.63,0.104,0.0,BTC-27MAR20-8000-C,8571.64,52.66,0.102,0.1,0.1055,0.1,56.69,7.6132,-8.33132,3.85886,0.00025,0.73225
8684.21,BTC-27MAR20,1583060370585,open,2.24,0.0,2.161,2.2895,2.22414277,0.0,None,0.0,BTC-27MAR20-28000-P,8571.64,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-19.84985,0.0,-1.0
8944.22,BTC-26JUN20,1583060370585,open,0.26,126.5,0.2355,0.2985,0.26463522,64.06,0.285,0.0,BTC-26JUN20-7000-C,8571.64,61.06,0.26,1.0,0.2905,7.0,79.94,13.98105,-3.83151,15.45847,9e-05,0.80439
8944.22,BTC-26JUN20,1583060370585,open,0.01,937.4,0.0005,0.0285,0.00894958,97.0,0.0075,0.0,BTC-26JUN20-26000-C,8571.64,95.24,0.008,44.0,0.01,40.0,98.81,5.00918,-2.07857,1.10371,2e-05,0.04749
8684.21,BTC-27MAR20,1583060370585,open,0.28,279.1,0.246,0.3095,0.27530151,66.99,0.2605,0.0,BTC-27MAR20-11000-P,8571.64,0.0,0.2275,1.1,0.0,0.0,0.0,4.29676,-5.562,-7.18514,0.00012,-0.89179
8684.21,BTC-27MAR20,1583060370585,open,3.16,0.1,3.0645,3.2295,3.14531235,0.0,2.64,0.0,BTC-27MAR20-36000-P,8571.64,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-25.52123,0.0,-1.0
8944.22,BTC-26JUN20,1583060370585,open,1.26,0.1,1.1975,1.316,1.25075587,86.13,1.85,0.0,BTC-26JUN20-20000-P,8571.64,0.0,0.001,2.0,0.0,0.0,0.0,7.50019,-2.76367,-62.1803,3e-05,-0.92034
8684.21,BTC-27MAR20,1583060370585,open,1.54,5.6,1.484,1.587,1.53352724,116.76,1.545,0.0,BTC-27MAR20-22000-P,8571.64,0.0,0.0005,1.0,0.0,0.0,0.0,0.16598,-0.37447,-15.58338,0.0,-0.99771
8944.22,BTC-26JUN20,1583060370585,open,0.01,1315.4,0.0045,0.039,0.01475491,86.23,0.016,0.0,BTC-26JUN20-20000-C,8571.64,84.7,0.0135,24.0,0.016,44.0,87.68,7.5223,-2.77488,1.86779,3e-05,0.07997
8684.21,BTC-27MAR20,1583060370585,open,2.47,0.0,2.387,2.5245,2.4544344,0.0,None,0.0,BTC-27MAR20-30000-P,8571.64,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-21.26769,0.0,-1.0
8684.21,BTC-27MAR20,1583060370585,open,0.0,428.4,0.0005,0.0105,7.6e-07,121.58,0.0005,0.0,BTC-27MAR20-36000-C,8571.64,0.0,0.0,0.0,0.0005,111.0,183.28,0.0012,-0.00281,7e-05,0.0,1e-05
8684.21,BTC-27MAR20,1583060370585,open,0.02,1975.7,0.0065,0.0385,0.01839162,60.87,0.018,0.0,BTC-27MAR20-10000-C,8571.64,60.36,0.018,39.1,0.019,19.3,61.64,6.75437,-7.9439,1.20983,0.00021,0.21491
8944.22,BTC-26JUN20,1583060370585,open,0.55,21.6,0.5445,0.569,0.55549309,73.27,0.612,0.0,BTC-26JUN20-4000-C,8571.64,0.0,0.0,0.0,0.0,0.0,0.0,2.00986,-0.63002,12.27669,1e-05,0.98415
8684.21,BTC-27MAR20,1583060370585,open,0.0,897.5,0.0005,0.0105,0.00071501,120.69,0.0005,0.0,BTC-27MAR20-20000-C,8571.64,116.23,0.0005,22.3,0.001,24.0,125.28,0.47531,-1.10845,0.04138,1e-05,0.00744
8684.21,BTC-27MAR20,1583060370585,open,0.0,2235.3,0.0005,0.0125,0.00295733,91.77,0.0025,0.0,BTC-27MAR20-14000-C,8571.64,89.35,0.0025,175.3,0.0035,49.0,94.37,1.72195,-3.05365,0.18781,4e-05,0.03346
8944.22,BTC-26JUN20,1583060370586,open,0.19,256.8,0.1615,0.2345,0.19533397,64.06,0.1935,0.0,BTC-26JUN20-8000-C,8571.64,61.89,0.191,15.0,0.1975,14.6,65.14,17.91586,-4.90953,14.09822,0.00011,0.68759
8684.21,BTC-27MAR20,1583060370586,open,0.2,583.8,0.1815,0.224,0.20150979,64.22,0.21,0.0,BTC-27MAR20-7000-C,8571.64,38.22,0.1945,6.0,0.2175,6.0,93.18,3.72624,-4.62372,4.36744,0.00011,0.91092
8944.22,BTC-26JUN20,1583060370586,open,0.14,952.4,0.1065,0.1825,0.14116506,64.05,0.1415,0.0,BTC-26JUN20-9000-C,8571.64,63.53,0.14,16.0,0.1425,1.0,64.65,19.92151,-5.45903,12.14339,0.00012,0.56517
8684.21,BTC-27MAR20,1583060370586,open,0.03,1697.6,0.0135,0.053,0.0266269,56.59,0.0255,0.0,BTC-27MAR20-8000-P,8571.64,55.3,0.0255,23.2,0.0275,23.0,57.59,7.61169,-8.32397,-1.81166,0.00025,-0.26764
8684.21,BTC-27MAR20,1583060370586,open,2.0,0.0,1.9355,2.055,1.99388182,0.0,None,0.0,BTC-27MAR20-26000-P,8571.64,0.0,0.001,1.0,0.0,0.0,0.0,0.0,0.0,-18.432,0.0,-1.0
8684.21,BTC-27MAR20,1583060370586,open,0.0,527.6,0.0005,0.0105,4.567e-05,120.74,0.0005,0.0,BTC-27MAR20-26000-C,8571.64,0.0,0.0,0.0,0.001,25.0,157.6,0.04688,-0.10939,0.00327,0.0,0.00058
8684.21,BTC-27MAR20,1583060370587,open,0.51,3.0,0.469,0.5385,0.50087665,84.22,0.33,0.0,BTC-27MAR20-13000-P,8571.64,0.0,0.15,0.2,0.0,0.0,0.0,2.22312,-3.618,-8.95806,5e-05,-0.9542
8684.21,BTC-27MAR20,1583060370587,open,0.0,242.0,0.0005,0.0105,1.895e-05,120.79,0.0005,0.0,BTC-27MAR20-28000-C,8571.64,0.0,0.0,0.0,0.001,44.0,166.47,0.02169,-0.05063,0.00143,0.0,0.00025
8944.22,BTC-26JUN20,1583060370611,open,0.35,72.7,0.3275,0.3765,0.34985704,64.64,0.44,0.0,BTC-26JUN20-6000-C,8571.64,32.66,0.33,0.1,0.0,0.0,0.0,8.96456,-2.47912,15.71975,5e-05,0.89873
8684.15,BTC-27MAR20,1583060373602,open,0.04,1733.7,0.027,0.075,0.04483229,56.75,0.044,0.0,BTC-27MAR20-9000-C,8571.38,55.95,0.044,1.0,0.046,36.0,57.86,9.10562,-9.98504,2.40865,0.0003,0.43609
8684.15,BTC-27MAR20,1583060373604,open,0.05,1241.5,0.031,0.0815,0.04806706,55.29,0.0495,0.0,BTC-27MAR20-8500-P,8571.38,54.26,0.047,38.9,0.05,20.5,57.16,9.00529,-9.62181,-2.83996,0.0003,-0.41325
8944.16,BTC-26JUN20,1583060373605,open,0.45,14.3,0.4335,0.469,0.4492349,68.29,0.518,0.0,BTC-26JUN20-5000-C,8571.38,0.0,0.4405,0.1,0.0,0.0,0.0,4.7745,-1.39483,14.49258,3e-05,0.95527
8684.04,BTC-27MAR20,1583060374768,open,0.05,1241.5,0.031,0.0815,0.04806898,55.29,0.0495,0.0,BTC-27MAR20-8500-P,8571.35,54.74,0.0475,0.1,0.05,20.5,57.15,9.00534,-9.62121,-2.84013,0.0003,-0.41328
8684.05,BTC-27MAR20,1583060375617,open,0.12,55.3,0.0955,0.157,0.12179852,57.8,0.12,0.0,BTC-27MAR20-9500-P,8571.34,56.94,0.121,2.0,0.124,4.0,60.14,8.11327,-9.06167,-5.02085,0.00026,-0.69378
8684.05,BTC-27MAR20,1583060375617,open,0.34,0.0,0.301,0.3665,0.33121411,71.93,None,0.0,BTC-27MAR20-11500-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,3.60555,-5.01185,-7.67041,9e-05,-0.91476
8944.05,BTC-26JUN20,1583060375617,open,0.04,91.2,0.0235,0.084,0.04738719,72.15,0.0475,0.0,BTC-26JUN20-13000-C,8571.34,71.35,0.046,4.0,0.049,31.3,73.06,15.67178,-4.8371,5.46686,8e-05,0.23827
8684.05,BTC-27MAR20,1583060375617,open,0.03,282.5,0.0135,0.0535,0.02783765,57.8,0.026,0.0,BTC-27MAR20-9500-C,8571.34,56.9,0.027,23.1,0.029,19.4,59.04,8.1132,-9.06139,1.71371,0.00026,0.30621
8944.05,BTC-26JUN20,1583060375617,open,0.08,112.7,0.049,0.121,0.07985149,68.5,0.08,0.0,BTC-26JUN20-11000-C,8571.34,68.1,0.079,3.5,0.081,0.1,69.04,19.05732,-5.58484,8.22208,0.00011,0.36694
8944.05,BTC-26JUN20,1583060375617,open,0.31,0.0,0.265,0.3635,0.30972352,68.5,None,0.0,BTC-26JUN20-11000-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,19.05745,-5.58503,-27.00042,0.00011,-0.63305
8684.05,BTC-27MAR20,1583060375617,open,0.01,49.7,0.0005,0.021,0.00694569,71.93,0.007,0.0,BTC-27MAR20-11500-C,8571.34,70.84,0.0065,1.6,0.0075,24.1,73.24,3.60516,-5.01104,0.48192,9e-05,0.08523
8684.05,BTC-27MAR20,1583060375618,open,0.23,0.0,0.192,0.2555,0.22133041,63.6,None,0.0,BTC-27MAR20-10500-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,5.38943,-6.62342,-6.59568,0.00016,-0.85006
8684.05,BTC-27MAR20,1583060375618,open,0.01,330.8,0.0025,0.0295,0.01221576,63.6,0.013,0.0,BTC-27MAR20-10500-C,8571.34,62.43,0.0115,53.0,0.013,24.0,64.85,5.38919,-6.6229,0.84776,0.00016,0.14993
8944.05,BTC-26JUN20,1583060375618,open,0.05,390.1,0.0265,0.0775,0.04724847,64.05,0.044,0.0,BTC-26JUN20-7000-P,8571.34,62.28,0.0445,23.3,0.0475,19.3,64.21,13.9802,-3.83056,-6.95509,9e-05,-0.1956
8684.05,BTC-27MAR20,1583060375618,open,2.7,0.0,2.613,2.76,2.68487771,0.0,None,0.0,BTC-27MAR20-32000-P,8571.34,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-22.68493,0.0,-1.0
8944.05,BTC-26JUN20,1583060375618,open,0.01,325.4,0.0005,0.026,0.00771254,99.68,0.0065,0.0,BTC-26JUN20-28000-C,8571.34,98.19,0.007,20.0,0.0085,24.0,101.22,4.43332,-1.89044,0.94801,2e-05,0.04081
8944.05,BTC-26JUN20,1583060375618,open,1.04,1.0,0.981,1.0935,1.03131706,82.2,0.9,0.0,BTC-26JUN20-18000-P,8571.34,0.0,0.001,2.0,0.0,0.0,0.0,9.00162,-3.16536,-55.2587,4e-05,-0.89815
8684.05,BTC-27MAR20,1583060375618,open,1.08,0.0,1.0325,1.1195,1.07364094,110.12,1.23,0.0,BTC-27MAR20-18000-P,8571.34,0.0,0.0125,1.0,0.0,0.0,0.0,0.59765,-1.27172,-12.70622,1e-05,-0.99034
8944.05,BTC-26JUN20,1583060375618,open,0.22,858.7,0.1805,0.273,0.22262627,65.94,0.2255,0.0,BTC-26JUN20-10000-P,8571.34,64.54,0.2195,0.1,0.2285,0.1,68.55,20.06357,-5.6595,-21.9787,0.00012,-0.5448
8684.05,BTC-27MAR20,1583060375618,open,0.0,1389.6,0.0005,0.0105,3.151e-05,91.27,0.0005,0.0,BTC-27MAR20-4000-P,8571.34,0.0,0.0,0.0,0.0005,9.9,118.93,0.03836,-0.06765,-0.00305,0.0,-0.00046
8684.05,BTC-27MAR20,1583060375618,open,0.0,1425.2,0.0005,0.012,0.00225725,76.15,0.0025,0.0,BTC-27MAR20-6000-P,8571.34,74.55,0.002,24.0,0.0025,0.1,77.56,1.44623,-2.128,-0.18081,4e-05,-0.02711
8684.05,BTC-27MAR20,1583060375618,open,0.0,221.1,0.0005,0.0105,1.61e-06,121.26,0.0005,0.0,BTC-27MAR20-34000-C,8571.34,0.0,0.0,0.0,0.0005,19.0,177.01,0.00237,-0.00556,0.00014,0.0,2e-05
8684.05,BTC-27MAR20,1583060375618,open,0.02,1975.7,0.0065,0.0385,0.01838688,60.86,0.018,0.0,BTC-27MAR20-10000-C,8571.34,60.37,0.018,39.1,0.019,19.3,61.65,6.75342,-7.94291,1.20955,0.00021,0.21487
8684.05,BTC-27MAR20,1583060375618,open,0.0,2273.8,0.0005,0.011,0.00143312,100.96,0.0025,0.0,BTC-27MAR20-16000-C,8571.34,96.44,0.001,64.0,0.002,24.0,105.64,0.93623,-1.82647,0.09101,2e-05,0.01622
8684.05,BTC-27MAR20,1583060375618,open,0.08,1131.6,0.058,0.116,0.08119332,56.73,0.0735,0.0,BTC-27MAR20-9000-P,8571.34,55.59,0.08,3.0,0.0825,0.1,57.98,9.10527,-9.98176,-3.97178,0.0003,-0.56398
8684.05,BTC-27MAR20,1583060375618,open,0.85,21.2,0.807,0.886,0.8438702,100.76,0.501,0.0,BTC-27MAR20-16000-P,8571.34,0.0,0.0055,0.1,0.0,0.0,0.0,0.92681,-1.80453,-11.2525,2e-05,-0.98397
8944.04,BTC-26JUN20,1583060375619,open,0.06,576.1,0.0335,0.1,0.06114384,70.42,0.0595,0.0,BTC-26JUN20-12000-C,8571.34,69.83,0.06,4.0,0.0625,30.3,71.11,17.46683,-5.26186,6.70185,0.0001,0.29515
8944.04,BTC-26JUN20,1583060375618,open,0.09,492.0,0.0595,0.129,0.08975587,64.05,0.0875,0.0,BTC-26JUN20-8000-P,8571.34,62.42,0.0865,16.6,0.089,4.0,63.67,17.91577,-4.90885,-11.51815,0.00011,-0.31242
8944.04,BTC-26JUN20,1583060375618,open,0.66,34.7,0.656,0.6755,0.66582199,86.56,0.708,0.0,BTC-26JUN20-3000-C,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,0.94363,-0.34942,9.37993,0.0,0.99334
8944.04,BTC-26JUN20,1583060375618,open,0.5,0.0,0.4545,0.5575,0.50087232,72.15,None,0.0,BTC-26JUN20-13000-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,15.67207,-4.83733,-36.1597,8e-05,-0.76172
8684.05,BTC-27MAR20,1583060375618,open,0.17,902.3,0.141,0.2035,0.16991006,60.85,0.159,0.0,BTC-27MAR20-10000-P,8571.34,49.02,0.1615,6.1,0.2015,5.0,96.2,6.752,-7.93902,-5.87989,0.00021,-0.78521
8684.05,BTC-27MAR20,1583060375618,open,0.15,10.3,0.128,0.1755,0.15028263,59.26,0.174,0.0,BTC-27MAR20-7500-C,8571.34,40.86,0.1405,6.0,0.1715,6.0,88.08,5.55074,-6.35676,4.26596,0.00018,0.84324
8684.05,BTC-27MAR20,1583060375619,open,0.48,38.8,0.4715,0.493,0.48199547,91.56,0.5475,0.0,BTC-27MAR20-4500-C,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,0.1737,-0.30732,3.17407,0.0,0.99759
8944.04,BTC-26JUN20,1583060375618,open,0.02,608.6,0.006,0.0455,0.0188307,82.22,0.018,0.0,BTC-26JUN20-18000-C,8571.34,80.88,0.0175,24.0,0.02,44.0,83.36,9.00755,-3.16839,2.38021,4e-05,0.10194
8944.04,BTC-26JUN20,1583060375618,open,0.04,756.6,0.017,0.0715,0.0374199,73.89,0.036,0.0,BTC-26JUN20-14000-C,8571.34,72.97,0.036,50.8,0.039,32.3,74.9,13.91839,-4.39965,4.48958,7e-05,0.19418
8684.05,BTC-27MAR20,1583060375619,open,0.0,1091.7,0.0005,0.015,0.00395682,84.42,0.003,0.0,BTC-27MAR20-13000-C,8571.34,82.59,0.0035,24.0,0.0045,49.0,86.45,2.23955,-3.65342,0.26022,5e-05,0.04623
8684.05,BTC-27MAR20,1583060375618,open,0.37,22.4,0.354,0.3825,0.36758017,79.52,0.4285,0.0,BTC-27MAR20-5500-C,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,0.71255,-1.09494,3.82054,2e-05,0.98818
8684.05,BTC-27MAR20,1583060375619,open,0.0,707.3,0.0005,0.0105,0.00072554,91.22,0.001,0.0,BTC-27MAR20-5000-P,8571.34,87.0,0.0005,3.0,0.001,49.1,95.28,0.52465,-0.92477,-0.05569,1e-05,-0.00832
8684.05,BTC-27MAR20,1583060375618,open,0.01,1610.0,0.0005,0.0205,0.00754418,64.15,0.008,0.0,BTC-27MAR20-7000-P,8571.34,62.86,0.007,24.2,0.008,65.0,65.2,3.72065,-4.61226,-0.59375,0.00011,-0.0889
8684.05,BTC-27MAR20,1583060375619,open,2.93,0.0,2.8385,2.995,2.91518041,0.0,None,0.0,BTC-27MAR20-34000-P,8571.34,0.0,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,-24.10274,0.0,-1.0
8684.05,BTC-27MAR20,1583060375619,open,0.03,1697.6,0.0135,0.053,0.02663357,56.6,0.0255,0.0,BTC-27MAR20-8000-P,8571.34,55.3,0.0255,23.2,0.0275,23.0,57.58,7.61208,-8.32494,-1.81189,0.00025,-0.26769
8944.04,BTC-26JUN20,1583060375619,open,1.7,0.0,1.634,1.7655,1.6934999,93.43,None,0.0,BTC-26JUN20-24000-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,5.59004,-2.23435,-75.57897,2e-05,-0.94549
8684.05,BTC-27MAR20,1583060375619,open,3.62,1.4,3.516,3.7,3.60616714,154.55,3.0435,0.0,BTC-27MAR20-40000-P,8571.34,0.0,0.0005,1.0,0.0,0.0,0.0,0.01976,-0.05901,-28.3549,0.0,-0.99977
8684.05,BTC-27MAR20,1583060375619,open,0.0,374.5,0.0005,0.0105,0.00028117,120.7,0.001,0.0,BTC-27MAR20-22000-C,8571.34,0.0,0.0,0.0,0.001,19.0,137.2,0.221,-0.51544,0.01766,0.0,0.00315
8944.04,BTC-26JUN20,1583060375619,open,2.15,0.0,2.0715,2.2175,2.13824688,99.59,None,0.0,BTC-26JUN20-28000-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,4.41816,-1.88238,-88.71325,2e-05,-0.95936
8944.04,BTC-26JUN20,1583060375619,open,0.01,937.4,0.0005,0.0285,0.00894848,97.0,0.0075,0.0,BTC-26JUN20-26000-C,8571.34,95.24,0.008,44.0,0.01,40.0,98.81,5.00866,-2.07836,1.10358,2e-05,0.04748
8944.04,BTC-26JUN20,1583060375619,open,0.02,642.7,0.009,0.041,0.02066522,64.62,0.0225,0.0,BTC-26JUN20-6000-P,8571.34,63.45,0.0195,58.0,0.022,24.0,65.94,8.96202,-2.47773,-3.4911,5e-05,-0.10123
8684.05,BTC-27MAR20,1583060375619,open,1.77,0.0,1.71,1.821,1.76381242,121.75,None,0.0,BTC-27MAR20-24000-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,0.11082,-0.26072,-17.00541,0.0,-0.99853
8684.05,BTC-27MAR20,1583060375619,open,0.0,556.6,0.0005,0.014,0.00401134,69.46,0.0045,0.0,BTC-27MAR20-6500-P,8571.34,67.49,0.0035,54.0,0.0045,32.1,71.23,2.33021,-3.1277,-0.32373,6e-05,-0.04857
8684.05,BTC-27MAR20,1583060375619,open,0.01,2568.6,0.0005,0.018,0.00545303,75.78,0.006,0.0,BTC-27MAR20-12000-C,8571.34,74.43,0.005,43.0,0.006,24.1,77.33,2.98515,-4.37115,0.37602,7e-05,0.06653
8944.04,BTC-26JUN20,1583060375619,open,0.01,405.9,0.0005,0.024,0.0067105,102.08,0.0075,0.0,BTC-26JUN20-30000-C,8571.34,100.42,0.006,20.0,0.0075,24.0,103.81,3.95109,-1.7255,0.82281,2e-05,0.03544
8684.05,BTC-27MAR20,1583060375619,open,0.0,898.4,0.0005,0.0105,1.7e-07,121.93,0.0005,0.0,BTC-27MAR20-40000-C,8571.34,0.0,0.0,0.0,0.0005,0.1,194.75,0.00031,-0.00072,2e-05,0.0,0.0
8944.04,BTC-26JUN20,1583060375620,open,0.01,1283.4,0.0005,0.031,0.01018475,93.49,0.01,0.0,BTC-26JUN20-24000-C,8571.34,91.53,0.009,44.0,0.0115,40.0,95.51,5.6018,-2.24043,1.27347,2e-05,0.05465
8944.04,BTC-26JUN20,1583060375620,open,2.6,0.0,2.509,2.671,2.58396256,104.94,None,0.0,BTC-26JUN20-32000-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,3.64946,-1.63846,-101.72059,1e-05,-0.96782
8944.04,BTC-26JUN20,1583060375620,open,1.26,0.1,1.198,1.316,1.25087337,86.22,1.85,0.0,BTC-26JUN20-20000-P,8571.34,0.0,0.001,2.0,0.0,0.0,0.0,7.51998,-2.77382,-62.17401,3e-05,-0.92006
8684.05,BTC-27MAR20,1583060375620,open,0.01,1163.8,0.0005,0.0235,0.00867885,67.08,0.0095,0.0,BTC-27MAR20-11000-C,8571.34,65.69,0.008,70.0,0.0095,24.1,68.71,4.30646,-5.5825,0.61483,0.00012,0.10855
8944.04,BTC-26JUN20,1583060375620,open,0.01,1315.4,0.0045,0.039,0.01475071,86.22,0.016,0.0,BTC-26JUN20-20000-C,8571.34,84.7,0.0135,24.0,0.016,44.0,87.68,7.5209,-2.77428,1.86736,3e-05,0.07995
8944.04,BTC-26JUN20,1583060375620,open,0.01,626.2,0.0025,0.0345,0.01209712,90.03,0.0105,0.0,BTC-26JUN20-22000-C,8571.34,88.47,0.011,44.0,0.013,24.0,91.26,6.43814,-2.47974,1.52293,3e-05,0.06527
8684.05,BTC-27MAR20,1583060375620,open,0.42,35.7,0.413,0.4385,0.42496396,91.33,0.4975,0.0,BTC-27MAR20-5000-C,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,0.5279,-0.9316,3.48843,1e-05,0.99162
8944.04,BTC-26JUN20,1583060375620,open,0.01,2552.7,0.0005,0.023,0.00620904,105.06,0.0065,0.0,BTC-26JUN20-32000-C,8571.34,103.26,0.0055,219.9,0.007,41.0,106.92,3.66791,-1.64858,0.74944,1e-05,0.03238
8684.05,BTC-27MAR20,1583060375620,open,0.51,3.0,0.469,0.539,0.50095606,84.43,0.33,0.0,BTC-27MAR20-13000-P,8571.34,0.0,0.15,0.2,0.0,0.0,0.0,2.24017,-3.65475,-8.95544,5e-05,-0.95376
8684.05,BTC-27MAR20,1583060375620,open,0.07,177.8,0.05,0.102,0.06927428,55.3,0.07,0.0,BTC-27MAR20-8500-C,8571.34,54.55,0.0685,0.1,0.07,0.5,56.0,9.00536,-9.62321,3.18546,0.0003,0.58672
8684.05,BTC-27MAR20,1583060375620,open,1.31,5.3,1.258,1.354,1.30376115,120.2,0.907,0.0,BTC-27MAR20-20000-P,8571.34,0.0,0.0005,1.0,0.0,0.0,0.0,0.46229,-1.07374,-14.13795,1e-05,-0.99279
8944.04,BTC-26JUN20,1583060375620,open,0.55,21.6,0.5445,0.569,0.55547452,73.23,0.612,0.0,BTC-26JUN20-4000-C,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,2.0055,-0.62828,12.27804,1e-05,0.98419
8944.04,BTC-26JUN20,1583060375621,open,0.61,12.5,0.5555,0.6605,0.60268707,73.88,0.56,0.0,BTC-26JUN20-14000-P,8571.34,0.0,0.001,2.0,0.0,0.0,0.0,13.91557,-4.39796,-40.34044,7e-05,-0.80588
8944.04,BTC-26JUN20,1583060375621,open,0.41,142.3,0.357,0.4585,0.40281875,70.42,0.408,0.0,BTC-26JUN20-12000-P,8571.34,0.0,0.005,0.8,0.6,0.6,160.23,17.46679,-5.26182,-31.72283,0.0001,-0.70485
8944.04,BTC-26JUN20,1583060375621,open,1.93,0.0,1.8525,1.9915,1.91587322,96.93,None,0.0,BTC-26JUN20-26000-P,8571.34,0.0,0.0,0.0,0.0,0.0,0.0,4.99532,-2.07134,-82.15325,2e-05,-0.95268
8684.05,BTC-27MAR20,1583060375620,open,0.0,2235.3,0.0005,0.0125,0.00295598,91.77,0.0025,0.0,BTC-27MAR20-14000-C,8571.34,89.35,0.0025,175.3,0.0035,49.0,94.37,1.72137,-3.05262,0.18774,4e-05,0.03345
8684.05,BTC-27MAR20,1583060375620,open,0.31,32.7,0.296,0.329,0.31133268,76.13,0.3165,0.0,BTC-27MAR20-6000-C,8571.34,0.0,0.2985,7.0,0.321,7.0,110.03,1.4452,-2.12604,4.07278,4e-05,0.97291
8684.05,BTC-27MAR20,1583060375620,open,0.01,1223.5,0.004,0.0315,0.01392777,59.25,0.0145,0.0,BTC-27MAR20-7500-P,8571.34,58.58,0.0135,19.3,0.0145,38.7,60.14,5.54983,-6.35452,-1.05054,0.00018,-0.15672
8944.04,BTC-26JUN20,1583060375621,open,1.48,0.0,1.4155,1.5405,1.4718035,89.99,None,0.0,BTC-26JUN20-22000-P,8571.34,0.0,0.001,2.0,0.0,0.0,0.0,6.42836,-2.47474,-68.92502,3e-05,-0.93485
8684.05,BTC-27MAR20,1583060375620,open,0.0,267.1,0.0005,0.0105,3.54e-06,121.03,0.0005,0.0,BTC-27MAR20-32000-C,8571.34,0.0,0.0,0.0,0.0005,2.3,170.3,0.00485,-0.01134,0.00029,0.0,5e-05
