volume,underlying_price,underlying_index,quote_currency,open_interest,mid_price,mark_price,low,last,interest_rate,instrument_name,high,estimated_delivery_price,creation_timestamp,bid_price,base_currency,ask_price,maturity,strike,type
23.0,10505.61,BTC-27MAR20,USD,1863.0,0.53175,0.53061246,0.51,0.5255,0.0,BTC-27MAR20-16000-P,0.5745,10144.16,1582109941988,0.5135,BTC,0.55,27MAR20,16000,P
0.0,10162.555637228064,SYN.BTC-21FEB20,USD,0.0,,0.16409431,,,0.0,BTC-21FEB20-8500-C,,10144.16,1582109941988,,BTC,,21FEB20,8500,C
8.1,9991.518287389597,SYN.BTC-25SEP20,USD,510.7,0.188,0.23089162,0.225,0.2465,0.0,BTC-25SEP20-10000-C,0.247,10144.16,1582109941988,0.129,BTC,0.247,25SEP20,10000,C
3.6,10152.753512703854,SYN.BTC-20FEB20,USD,1.0,,0.01340223,0.0005,0.034,0.0,BTC-20FEB20-10125-C,0.037,10144.16,1582109941988,,BTC,0.0175,20FEB20,10125,C
0.1,10152.753512703854,SYN.BTC-20FEB20,USD,1.1,0.03125,0.03028067,0.0115,0.0115,0.0,BTC-20FEB20-9875-C,0.0115,10144.16,1582109941988,0.028,BTC,0.0345,20FEB20,9875,C
3.0,10152.753512703854,SYN.BTC-20FEB20,USD,1.0,,0.00408273,0.002,0.0035,0.0,BTC-20FEB20-10375-C,0.0035,10144.16,1582109941988,,BTC,0.0065,20FEB20,10375,C
0.0,10651.368,BTC-26JUN20,USD,60.2,,0.0009297,,0.002,0.0,BTC-26JUN20-4000-P,,10144.16,1582109941988,,BTC,0.0015,26JUN20,4000,P
168.2,9991.518287389597,SYN.BTC-25SEP20,USD,971.7,0.05375,0.08627061,0.0865,0.088,0.0,BTC-25SEP20-17000-C,0.088,10144.16,1582109941988,0.02,BTC,0.0875,25SEP20,17000,C
9.0,10505.62,BTC-27MAR20,USD,2584.1,0.00775,0.00763985,0.0075,0.0105,0.0,BTC-27MAR20-16000-C,0.0105,10144.16,1582109941988,0.005,BTC,0.0105,27MAR20,16000,C
0.0,10162.555637228064,SYN.BTC-21FEB20,USD,131.9,0.0325,0.03499047,,0.049,0.0,BTC-21FEB20-10500-P,,10144.16,1582109941988,0.031,BTC,0.034,21FEB20,10500,P
7.5,9991.518287389597,SYN.BTC-25SEP20,USD,389.4,0.5215,0.52331142,0.5465,0.5465,0.0,BTC-25SEP20-5000-C,0.547,10144.16,1582109941988,0.496,BTC,0.547,25SEP20,5000,C
79.0,10231.17050957824,SYN.BTC-28FEB20,USD,152.4,0.083,0.07800806,0.0275,0.078,0.0,BTC-28FEB20-9500-C,0.0785,10144.16,1582109941988,0.0695,BTC,0.0965,28FEB20,9500,C
0.0,10231.17050957824,SYN.BTC-28FEB20,USD,49.7,0.08825,0.08397143,,0.1085,0.0,BTC-28FEB20-11000-P,,10144.16,1582109941988,0.0765,BTC,0.1,28FEB20,11000,P
478.6,10505.61,BTC-27MAR20,USD,3709.9,0.032,0.031522,0.0255,0.0255,0.0,BTC-27MAR20-12000-C,0.047,10144.16,1582109941988,0.0205,BTC,0.0435,27MAR20,12000,C
11.0,10505.61,BTC-27MAR20,USD,1106.5,0.72,0.71826006,0.6965,0.7155,0.0,BTC-27MAR20-18000-P,0.762,10144.16,1582109941988,0.7015,BTC,0.7385,27MAR20,18000,P
0.0,10651.368,BTC-26JUN20,USD,188.9,0.12625,0.12608524,,0.14,0.0,BTC-26JUN20-10000-P,,10144.16,1582109941988,0.108,BTC,0.1445,26JUN20,10000,P
0.0,10651.368,BTC-26JUN20,USD,263.7,0.71775,0.71843855,,0.7075,0.0,BTC-26JUN20-3000-C,,10144.16,1582109941988,0.7125,BTC,0.723,26JUN20,3000,C
0.0,10152.753512703854,SYN.BTC-20FEB20,USD,0.0,,0.00198551,,,0.0,BTC-20FEB20-10500-C,,10144.16,1582109941988,,BTC,0.0045,20FEB20,10500,C
40.5,9991.518287389597,SYN.BTC-25SEP20,USD,312.3,0.2845,0.32204811,0.328,0.3295,0.0,BTC-25SEP20-8000-C,0.3295,10144.16,1582109941988,0.2395,BTC,0.3295,25SEP20,8000,C
666.0,10231.17050957824,SYN.BTC-28FEB20,USD,127.6,0.01875,0.01889247,0.0135,0.02,0.0,BTC-28FEB20-10000-P,0.053,10144.16,1582109941988,0.0155,BTC,0.022,28FEB20,10000,P
