volume,underlying_price,underlying_index,quote_currency,open_interest,mid_price,mark_price,low,last,interest_rate,instrument_name,high,estimated_delivery_price,creation_timestamp,bid_price,base_currency,ask_price,maturity,strike,type
6.6,10402.128604828677,SYN.BTC-21FEB20,USD,6.6,0.04575,0.04731016,0.0595,0.0595,0.0,BTC-21FEB20-10750-P,0.0595,10329.03,1581505142174,0.0415,BTC,0.05,21FEB20,10750,P
14.8,10336.368286231384,SYN.BTC-13FEB20,USD,8.8,0.01825,0.01790151,0.005,0.0215,0.0,BTC-13FEB20-10250-C,0.0225,10329.03,1581505142174,0.016,BTC,0.0205,13FEB20,10250,C
0.0,10459.668883672663,SYN.BTC-28FEB20,USD,502.2,0.235,0.23759039,,0.203,0.0,BTC-28FEB20-8000-C,,10329.03,1581505142174,0.2285,BTC,0.2415,28FEB20,8000,C
50.0,10459.668883672663,SYN.BTC-28FEB20,USD,418.2,0.02025,0.02040132,0.0175,0.0185,0.0,BTC-28FEB20-11500-C,0.0205,10329.03,1581505142174,0.0195,BTC,0.021,28FEB20,11500,C
0.0,10402.128604828677,SYN.BTC-21FEB20,USD,0.0,,0.20801408,,,0.0,BTC-21FEB20-8250-C,,10329.03,1581505142174,,BTC,,21FEB20,8250,C
5.0,10344.58832598469,SYN.BTC-14FEB20,USD,5.0,,0.03016766,0.0365,0.0365,0.0,BTC-14FEB20-10500-P,0.0365,10329.03,1581505142174,0.0195,BTC,,14FEB20,10500,P
23.0,10459.668883672663,SYN.BTC-28FEB20,USD,112.6,0.18875,0.1925201,0.1725,0.1725,0.0,BTC-28FEB20-8500-C,0.214,10329.03,1581505142174,0.1795,BTC,0.198,28FEB20,8500,C
67.0,10402.128604828677,SYN.BTC-21FEB20,USD,157.0,0.00625,0.00628162,0.007,0.009,0.0,BTC-21FEB20-11500-C,0.01,10329.03,1581505142174,0.0055,BTC,0.007,21FEB20,11500,C
0.0,10344.58832598469,SYN.BTC-14FEB20,USD,0.0,,0.0,,,0.0,BTC-14FEB20-7750-P,,10329.03,1581505142174,,BTC,,14FEB20,7750,P
2.0,9991.518287389597,SYN.BTC-25SEP20,USD,309.0,,0.00904284,0.0105,0.0105,0.0,BTC-25SEP20-4000-P,0.0105,10329.03,1581505142174,,BTC,0.0105,25SEP20,4000,P
11.1,10459.668883672663,SYN.BTC-28FEB20,USD,17.0,0.12375,0.11986952,0.1195,0.1585,0.0,BTC-28FEB20-11500-P,0.1585,10329.03,1581505142174,0.1145,BTC,0.133,28FEB20,11500,P
0.0,9991.518287389597,SYN.BTC-25SEP20,USD,165.0,0.6535,0.7034976,,0.697,0.0,BTC-25SEP20-16000-P,,10329.03,1581505142174,0.613,BTC,0.694,25SEP20,16000,P
60.1,10689.81,BTC-27MAR20,USD,3446.9,0.0225,0.02266704,0.0155,0.0195,0.0,BTC-27MAR20-14000-C,0.023,10329.03,1581505142174,0.021,BTC,0.024,27MAR20,14000,C
0.0,9991.518287389597,SYN.BTC-25SEP20,USD,1224.6,0.30125,0.36332586,,0.311,0.0,BTC-25SEP20-12000-P,,10329.03,1581505142174,0.2655,BTC,0.337,25SEP20,12000,P
14.8,10336.368286231384,SYN.BTC-13FEB20,USD,14.8,,0.04607243,0.013,0.0465,0.0,BTC-13FEB20-9875-C,0.0495,10329.03,1581505142174,,BTC,0.0525,13FEB20,9875,C
0.0,9991.518287389597,SYN.BTC-25SEP20,USD,272.0,0.01325,0.02289886,,0.0245,0.0,BTC-25SEP20-5000-P,,10329.03,1581505142174,0.0015,BTC,0.025,25SEP20,5000,P
239.8,10402.128604828677,SYN.BTC-21FEB20,USD,181.8,0.00875,0.00884491,0.0065,0.0075,0.0,BTC-21FEB20-11000-C,0.0129,10329.03,1581505142174,0.0075,BTC,0.01,21FEB20,11000,C
74.8,9991.518287389597,SYN.BTC-25SEP20,USD,552.6,0.16125,0.16230719,0.123,0.178,0.0,BTC-25SEP20-12000-C,0.178,10329.03,1581505142174,0.1445,BTC,0.178,25SEP20,12000,C
0.0,10845.481500000002,BTC-26JUN20,USD,10.9,0.63075,0.63212746,,0.5775,0.0,BTC-26JUN20-4000-C,,10329.03,1581505142174,0.6255,BTC,0.636,26JUN20,4000,C
0.0,10689.81,BTC-27MAR20,USD,38.3,0.62475,0.6258088,,0.6095,0.0,BTC-27MAR20-4000-C,,10329.03,1581505142174,0.6195,BTC,0.63,27MAR20,4000,C
0.0,10402.128604828677,SYN.BTC-21FEB20,USD,0.0,,0.00067362,,,0.0,BTC-21FEB20-8000-P,,10329.03,1581505142174,,BTC,,21FEB20,8000,P
16.0,10336.368286231384,SYN.BTC-13FEB20,USD,15.0,,0.02319353,0.011,0.011,0.0,BTC-13FEB20-10500-P,0.0245,10329.03,1581505142174,0.016,BTC,,13FEB20,10500,P
0.0,10845.481500000002,BTC-26JUN20,USD,230.4,0.54075,0.54324673,,0.5035,0.0,BTC-26JUN20-5000-C,,10329.03,1581505142174,0.5335,BTC,0.548,26JUN20,5000,C
228.0,10402.128604828677,SYN.BTC-21FEB20,USD,143.0,0.007,0.00693907,0.0065,0.0075,0.0,BTC-21FEB20-11250-C,0.008,10329.03,1581505142174,0.006,BTC,0.008,21FEB20,11250,C
0.0,9991.518287389597,SYN.BTC-25SEP20,USD,1085.6,0.47825,0.52194669,,0.4685,0.0,BTC-25SEP20-14000-P,,10329.03,1581505142174,0.43,BTC,0.5265,25SEP20,14000,P
0.0,10845.481500000002,BTC-26JUN20,USD,60.2,0.453,0.45929713,,0.418,0.0,BTC-26JUN20-6000-C,,10329.03,1581505142174,0.4415,BTC,0.4645,26JUN20,6000,C
0.0,10845.481500000002,BTC-26JUN20,USD,327.1,0.1925,0.19626726,,0.162,0.0,BTC-26JUN20-10000-C,,10329.03,1581505142174,0.168,BTC,0.217,26JUN20,10000,C
77.0,10402.128604828677,SYN.BTC-21FEB20,USD,71.0,0.0075,0.00738546,0.0055,0.0075,0.0,BTC-21FEB20-9250-P,0.0135,10329.03,1581505142174,0.0065,BTC,0.0085,21FEB20,9250,P
11.8,10336.368286231384,SYN.BTC-13FEB20,USD,11.8,,0.00143558,0.0075,0.0095,0.0,BTC-13FEB20-9875-P,0.017,10329.03,1581505142174,,BTC,,13FEB20,9875,P
0.0,10845.481500000002,BTC-26JUN20,USD,9.3,,9.624e-05,,0.0005,0.0,BTC-26JUN20-3000-P,,10329.03,1581505142174,,BTC,0.0005,26JUN20,3000,P
36.4,10344.58832598469,SYN.BTC-14FEB20,USD,257.4,,0.00131294,0.005,0.0065,0.0,BTC-14FEB20-9500-P,0.0065,10329.03,1581505142174,,BTC,,14FEB20,9500,P
6.6,9991.518287389597,SYN.BTC-25SEP20,USD,778.4,0.11775,0.11774903,0.1175,0.1175,0.0,BTC-25SEP20-15000-C,0.118,10329.03,1581505142174,0.1175,BTC,0.118,25SEP20,15000,C
212.7,10402.128604828677,SYN.BTC-21FEB20,USD,353.3,0.024,0.02400349,0.0065,0.02,0.0,BTC-21FEB20-10500-C,0.0205,10329.03,1581505142174,0.0215,BTC,0.0265,21FEB20,10500,C
45.7,10459.668883672663,SYN.BTC-28FEB20,USD,48.1,0.04925,0.04974728,0.049,0.0545,0.0,BTC-28FEB20-10500-P,0.058,10329.03,1581505142174,0.0465,BTC,0.052,28FEB20,10500,P
1.0,10336.368286231384,SYN.BTC-13FEB20,USD,1.0,0.0075,0.00736437,0.01,0.01,0.0,BTC-13FEB20-10500-C,0.01,10329.03,1581505142174,0.0055,BTC,0.0095,13FEB20,10500,C
0.0,10459.668883672663,SYN.BTC-28FEB20,USD,113.3,0.14475,0.15091391,,0.1215,0.0,BTC-28FEB20-9000-C,,10329.03,1581505142174,0.1345,BTC,0.155,28FEB20,9000,C
2.0,10336.368286231384,SYN.BTC-13FEB20,USD,2.0,,0.0536922,0.049,0.0515,0.0,BTC-13FEB20-10875-P,0.0515,10329.03,1581505142174,,BTC,,13FEB20,10875,P
0.0,10845.481500000002,BTC-26JUN20,USD,99.1,0.0035,0.00426197,,0.0125,0.0,BTC-26JUN20-5000-P,,10329.03,1581505142174,0.001,BTC,0.006,26JUN20,5000,P
0.0,10689.81,BTC-27MAR20,USD,183.2,0.164,0.17131492,,0.2195,0.0,BTC-27MAR20-12000-P,,10329.03,1581505142174,0.1385,BTC,0.1895,27MAR20,12000,P
56.3,10459.668883672663,SYN.BTC-28FEB20,USD,690.8,0.0115,0.01155557,0.011,0.012,0.0,BTC-28FEB20-12500-C,0.0135,10329.03,1581505142174,0.0105,BTC,0.0125,28FEB20,12500,C
0.0,10336.368286231384,SYN.BTC-13FEB20,USD,0.0,,0.10512349,,,0.0,BTC-13FEB20-9250-C,,10329.03,1581505142174,,BTC,,13FEB20,9250,C
3.0,9991.518287389597,SYN.BTC-25SEP20,USD,124.6,0.7455,0.79023082,0.7845,0.862,0.0,BTC-25SEP20-17000-P,0.862,10329.03,1581505142174,0.7065,BTC,0.7845,25SEP20,17000,P
0.0,10845.481500000002,BTC-26JUN20,USD,138.5,0.14025,0.14046751,,0.115,0.0,BTC-26JUN20-12000-C,,10329.03,1581505142174,0.1375,BTC,0.143,26JUN20,12000,C
0.0,10459.668883672663,SYN.BTC-28FEB20,USD,270.8,0.0025,0.00243784,,0.0065,0.0,BTC-28FEB20-8000-P,,10329.03,1581505142174,0.002,BTC,0.003,28FEB20,8000,P
0.0,9991.518287389597,SYN.BTC-25SEP20,USD,1912.7,0.378,0.4409604,,0.43,0.0,BTC-25SEP20-13000-P,,10329.03,1581505142174,0.345,BTC,0.411,25SEP20,13000,P
0.0,10459.668883672663,SYN.BTC-28FEB20,USD,0.0,0.2815,0.28376183,,,0.0,BTC-28FEB20-7500-C,,10329.03,1581505142174,0.2765,BTC,0.2865,28FEB20,7500,C
0.0,10402.128604828677,SYN.BTC-21FEB20,USD,0.0,,0.11814196,,,0.0,BTC-21FEB20-9250-C,,10329.03,1581505142174,,BTC,,21FEB20,9250,C
223.0,10459.668883672663,SYN.BTC-28FEB20,USD,492.1,0.01,0.00999652,0.01,0.0105,0.0,BTC-28FEB20-13000-C,0.013,10329.03,1581505142174,0.009,BTC,0.011,28FEB20,13000,C
0.0,10344.58832598469,SYN.BTC-14FEB20,USD,0.0,,0.15416356,,,0.0,BTC-14FEB20-8750-C,,10329.03,1581505142174,,BTC,0.1615,14FEB20,8750,C
200.0,10402.128604828677,SYN.BTC-21FEB20,USD,200.0,,0.23159816,0.2303,0.2303,0.0,BTC-21FEB20-8000-C,0.2303,10329.03,1581505142174,,BTC,,21FEB20,8000,C
7.0,9991.518287389597,SYN.BTC-25SEP20,USD,177.4,0.1845,0.18756107,0.18,0.18,0.0,BTC-25SEP20-11000-C,0.2005,10329.03,1581505142174,0.1685,BTC,0.2005,25SEP20,11000,C
77.8,10402.128604828677,SYN.BTC-21FEB20,USD,80.2,0.01075,0.01071306,0.0095,0.0135,0.0,BTC-21FEB20-9750-P,0.0225,10329.03,1581505142174,0.0095,BTC,0.012,21FEB20,9750,P
0.0,10336.368286231384,SYN.BTC-13FEB20,USD,0.0,,2.062e-05,,,0.0,BTC-13FEB20-9250-P,,10329.03,1581505142174,,BTC,,13FEB20,9250,P
11.4,10336.368286231384,SYN.BTC-13FEB20,USD,9.4,,0.05737463,0.0205,0.0645,0.0,BTC-13FEB20-9750-C,0.0645,10329.03,1581505142175,,BTC,0.08,13FEB20,9750,C
11.0,10344.453364923247,SYN.BTC-14FEB20,USD,13.0,,0.06118724,0.026,0.0595,0.0,BTC-14FEB20-9750-C,0.063,10329.03,1581505142175,,BTC,0.075,14FEB20,9750,C
0.0,10845.481500000002,BTC-26JUN20,USD,120.8,0.38025,0.38257956,,0.3545,0.0,BTC-26JUN20-7000-C,,10329.03,1581505142175,0.37,BTC,0.3905,26JUN20,7000,C
12.5,10336.368286231384,SYN.BTC-13FEB20,USD,12.5,,5.295e-05,0.002,0.002,0.0,BTC-13FEB20-9375-P,0.002,10329.03,1581505142175,,BTC,,13FEB20,9375,P
5.0,10336.368286231384,SYN.BTC-13FEB20,USD,5.0,,0.03251357,0.0345,0.0345,0.0,BTC-13FEB20-10625-P,0.0345,10329.03,1581505142175,0.0265,BTC,,13FEB20,10625,P
0.0,10689.81,BTC-27MAR20,USD,209.0,0.53125,0.53237464,,0.4885,0.0,BTC-27MAR20-5000-C,,10329.03,1581505142175,0.5255,BTC,0.537,27MAR20,5000,C
210.3,10344.58832598469,SYN.BTC-14FEB20,USD,18.0,0.028,0.04041388,0.0135,0.046,0.0,BTC-14FEB20-10000-C,0.05,10329.03,1581505142175,0.011,BTC,0.045,14FEB20,10000,C
121.6,10689.81,BTC-27MAR20,USD,4139.3,0.0115,0.01121624,0.013,0.013,0.0,BTC-27MAR20-8000-P,0.0145,10329.03,1581505142175,0.006,BTC,0.017,27MAR20,8000,P
0.0,9991.518287389597,SYN.BTC-25SEP20,USD,397.7,0.02925,0.04516019,,0.05,0.0,BTC-25SEP20-6000-P,,10329.03,1581505142175,0.01,BTC,0.0485,25SEP20,6000,P
5.2,10344.453364923247,SYN.BTC-14FEB20,USD,211.8,,0.08295846,0.0445,0.0445,0.0,BTC-14FEB20-9500-C,0.045,10329.03,1581505142175,,BTC,0.081,14FEB20,9500,C
0.0,10845.481500000002,BTC-26JUN20,USD,36.0,0.23475,0.24690408,,0.228,0.0,BTC-26JUN20-12000-P,,10329.03,1581505142175,0.23,BTC,0.2395,26JUN20,12000,P
0.0,9991.518287389597,SYN.BTC-25SEP20,USD,433.7,0.084,0.11719457,,0.093,0.0,BTC-25SEP20-8000-P,,10329.03,1581505142175,0.0665,BTC,0.1015,25SEP20,8000,P
544.4,10845.481500000002,BTC-26JUN20,USD,1427.0,0.10375,0.1039535,0.0865,0.103,0.0,BTC-26JUN20-14000-C,0.1065,10329.03,1581505142175,0.103,BTC,0.1045,26JUN20,14000,C
210.8,10402.128604828677,SYN.BTC-21FEB20,USD,130.5,0.00575,0.00574968,0.005,0.005,0.0,BTC-21FEB20-9000-P,0.0105,10329.03,1581505142175,0.005,BTC,0.0065,21FEB20,9000,P
197.5,10402.01280395995,SYN.BTC-21FEB20,USD,872.0,0.00625,0.00637693,0.0075,0.0095,0.0,BTC-21FEB20-11750-C,0.0125,10329.03,1581505142175,0.0055,BTC,0.007,21FEB20,11750,C
0.0,10402.01280395995,SYN.BTC-21FEB20,USD,3.5,,0.07340442,,0.035,0.0,BTC-21FEB20-9750-C,,10329.03,1581505142175,0.035,BTC,,21FEB20,9750,C
130.6,10402.128604828677,SYN.BTC-21FEB20,USD,271.5,0.03925,0.03604168,0.0145,0.0315,0.0,BTC-21FEB20-10250-C,0.0315,10329.03,1581505142175,0.0365,BTC,0.042,21FEB20,10250,C
2.0,9991.518287389597,SYN.BTC-25SEP20,USD,309.6,0.70425,0.7028421,0.714,0.714,0.0,BTC-25SEP20-3000-C,0.714,10329.03,1581505142175,0.694,BTC,0.7145,25SEP20,3000,C
0.0,10459.572242996652,SYN.BTC-28FEB20,USD,0.0,,0.16213001,,,0.0,BTC-28FEB20-12000-P,,10329.03,1581505142175,,BTC,,28FEB20,12000,P
0.0,10689.81,BTC-27MAR20,USD,1393.2,,4.63e-06,,0.0005,0.0,BTC-27MAR20-4000-P,,10329.03,1581505142175,,BTC,0.0005,27MAR20,4000,P
21.8,10336.230587999578,SYN.BTC-13FEB20,USD,11.8,,0.0006444,0.0005,0.0045,0.0,BTC-13FEB20-9750-P,0.0145,10329.03,1581505142175,,BTC,,13FEB20,9750,P
11.0,10344.58832598469,SYN.BTC-14FEB20,USD,20.9,0.015,0.01514516,0.005,0.03,0.0,BTC-14FEB20-10500-C,0.03,10329.03,1581505142175,0.0125,BTC,0.0175,14FEB20,10500,C
35.8,10459.668883672663,SYN.BTC-28FEB20,USD,277.9,0.0115,0.01136728,0.008,0.0155,0.0,BTC-28FEB20-9000-P,0.0175,10329.03,1581505142175,0.0105,BTC,0.0125,28FEB20,9000,P
0.0,10459.572242996652,SYN.BTC-28FEB20,USD,236.0,,4.203e-05,,0.0025,0.0,BTC-28FEB20-6500-P,,10329.03,1581505142175,,BTC,0.0005,28FEB20,6500,P
12.6,10336.368286231384,SYN.BTC-13FEB20,USD,11.6,0.0045,0.00544689,0.002,0.002,0.0,BTC-13FEB20-10125-P,0.031,10329.03,1581505142175,0.003,BTC,0.006,13FEB20,10125,P
28.8,9991.518287389597,SYN.BTC-25SEP20,USD,557.2,0.091,0.10213938,0.0955,0.0955,0.0,BTC-25SEP20-16000-C,0.099,10329.03,1581505142175,0.083,BTC,0.099,25SEP20,16000,C
